run_idx,algorithm,dataset_size,epsilon,proportions,proportion_key,reset_mode,extra_terminal_steps,seed,status,error,feature_coverage,greedy_on_data_quality,greedy_optimal_states_quality,greedy_avg_reward,greedy_success_rate,greedy_v_x0,greedy_v_gap,solver_on_data_quality,solver_optimal_states_quality,solver_avg_reward,solver_success_rate,solver_v_x0,solver_v_gap,elapsed_seconds
11,FOGAS,4000,0.3,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,1.8072701370943494,2.050440213368177e-17,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.006916028083702836,0.004202856567879926,-0.8362788524763858,1.0,-0.835316502986355,0.006417349594236249,20.346427985932678
12,FOGAS,8000,0.3,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,1.8060093288356303,2.0106036290797868e-17,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.006846029295929802,0.004233464525621564,-0.8345698371299843,1.0,-0.8353562556576117,0.006457245373718949,20.944571739062667
13,FOGAS,12000,0.3,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,1.8127157949595638,0.0013106964061546454,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.006766326967137367,0.004054728660153105,-0.8348408657776833,1.0,-0.8349895779499681,0.006179754214605066,22.299022402847186
14,FOGAS,16000,0.3,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,1.8174392737254355,0.0011350963843788893,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.006839932655147514,0.004091765266391482,-0.8345184320888903,1.0,-0.8347388538690462,0.006234162585012463,25.859398655127734
15,FOGAS,20000,0.3,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,1.8118587206235357,0.0014357959753837045,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.00692986512572909,0.004208612995723763,-0.8350358504163157,1.0,-0.834701513367022,0.006408754165373798,29.337259775958955
16,FOGAS,4000,0.5,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,2.3919420036736225,0.2795054494408314,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.27966446156306946,0.010162319055366856,-0.8532114990146832,0.95,-0.8551631595067779,0.015669324973141767,20.575260560028255
17,FOGAS,8000,0.5,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,2.4305859087854067,0.252720328864521,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.25277704013252755,0.009867502803391914,-0.8533982055966213,0.97,-0.8549501158939952,0.015169029462372153,21.085420875810087
18,FOGAS,12000,0.5,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,2.4536641856344126,0.018462953729545647,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.020675055903395155,0.010316129739811818,-0.8516757279453537,1.0,-0.8548754660980358,0.015876753514995068,22.499415735015646
19,FOGAS,16000,0.5,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,2.423485578823807,0.11248854096211686,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.07976811210446914,0.012991513549809435,-0.8945414350108201,0.94,-0.8902046752095376,0.01876851943429418,25.838630381971598
20,FOGAS,20000,0.5,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,2.424028026173503,0.03189380812178881,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.07285474391015062,0.013758770353084954,-0.8970675859441655,0.93,-0.8981963632659119,0.0193814929798516,29.306942597031593
21,FOGAS,4000,0.7,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,801.2916400336106,0.04303792256993513,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.12225546943643154,0.1645429858981044,-0.9021710749873003,0.91,-0.9074616668761796,0.11907316792962039,20.83199074282311
22,FOGAS,8000,0.7,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,20.53397078184585,0.05606002704965682,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.10956799204613454,0.07680647943910977,-0.8958292234705877,0.85,-0.903749372732439,0.09234255518139206,21.32318544201553
23,FOGAS,12000,0.7,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,14.153328932008606,0.0747680282292085,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.12389240415014727,0.08065372919400744,-0.8944000126649364,0.87,-0.9026268874892516,0.09313743942097066,22.79648166592233
